person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id,updated_accessed_at
Haralamb Ardelean,haralambardelean,haralambardelean@zzup.ro,8431027362445,2011-02-27,"Strada Mazilescu Nr. 990, Poiana Mare, 826194",0237 943 517,ef:68:b6:5b:e2:c4,45.254.150.33,RO24ETFT1163186903425686,2024-11-26 19:23:27,32895,361,222,866504,e6f4644c-ef2a-4497-b042-c527970b9fda,2025-05-08 10:14:48
Arian Niță,arianniță,arianniță@zzup.ro,1851220116276,1996-05-10,"Aleea Georgescu, Dancu, 461349",0254 273 883,9e:a2:3b:1d:ed:ac,191.148.215.131,RO35QPSD4909402226056017,2024-05-18 21:54:36,26261,317,156,1191908,283847a4-313f-4659-a23a-a269569c632e,2025-05-08 10:14:48
Brăduț Gheorghiu,brăduțgheorghiu,brăduțgheorghiu@zzup.ro,8890407304784,1968-05-09,"Bulevardul Popa, Ramnicu Valcea, 304517",0764 834 910,92:62:fb:5b:35:85,208.117.239.237,RO45CZQV1791526111187968,2024-11-20 07:43:41,30958,567,795,407857,d2722081-651b-43cb-b23d-98cc00a19973,2025-05-08 10:14:48
Gheorghe Stoica,gheorghestoica,gheorghestoica@gmail.com,5831206201061,2019-04-21,"Drumul Stancu Nr. 99 Bl. 10  Sc. 43 Ap. 417, Jilava, 937665",0265 432 064,dd:1b:b3:af:63:33,139.198.45.222,RO29STFO0213435459772428,2025-02-09 13:00:40,5543,915,55,1188525,75066480-876b-4966-853a-58e25d8d257d,2025-05-08 10:14:48
Aida Stan,aidastan,aidastan@gmail.com,1000309332373,1987-07-13,"Drumul Diaconescu, Sandominic, 420999",0761 546 708,e3:fe:4e:40:8f:8e,165.137.234.108,RO64NKPN3145668111711113,2024-07-06 18:17:38,7703,108,799,1145503,a4c72b9c-bc62-4c99-9501-16317ae77389,2025-05-08 10:14:48
Georgia Tomescu,georgiatomescu,georgiatomescu@gmail.com,6071003061054,1974-06-02,"Bulevardul Ene Nr. 30 Bl. 74  Sc. 62 Ap. 719, Targu Neamt, 738985",0240 022 236,c4:a3:d9:de:8d:2d,154.207.92.176,RO03EKKF3756615820073107,2024-07-19 07:30:44,8034,517,303,1065571,e53d1cb2-c492-41e7-b013-5e24bf837f47,2025-05-08 10:14:48
Martin Tomescu,martintomescu,martintomescu@post.ro,1100206249391,1920-03-13,"Strada Barbu Florea, Dragasani, 944912",0265 333 909,f2:f7:fe:4c:a2:f2,1.217.113.162,RO12CNBI5304449056497078,2024-07-18 13:02:43,7052,528,779,1344731,8ec2968f-e08d-42fc-9a58-c8545a6d29c3,2025-05-08 10:14:48
Savina Niță,savinaniță,savinaniță@gmail.com,4150319034005,1976-09-13,"Intrarea Ababei, Dragu-Brad, 214896",0743 244 158,8c:db:f2:76:0f:ab,135.46.133.81,RO42JBDX6469665515745034,2024-11-25 05:43:45,33280,761,444,1835233,3ac35090-d2db-43d4-bb3d-adef24c47a87,2025-05-08 10:14:48
Mălina Tudor,mălinatudor,mălinatudor@kappa.ro,2630411052480,2005-04-25,"Bulevardul Salomea Voinea Nr. 10 Bl. 14  Sc. 77 Ap. 212, Beclean, 878758",0726 473 482,54:64:8c:92:bb:6f,40.39.140.142,RO72KJUV5529332205604518,2024-08-28 17:32:45,9832,551,737,467239,41b20661-f567-434a-aec8-cb3cdd02c233,2025-05-08 10:14:48
Mirabela Stoica,mirabelastoica,mirabelastoica@acasa.ro,6200725081063,1972-11-26,"Soseaua Tudor Nr. 25, Satu Mare, 801877",0740 542 656,00:c1:0e:72:96:21,208.213.208.215,RO31HMWA0462120928662197,2025-01-22 11:53:39,5764,106,39,895986,85ea0028-9523-417e-95fb-1662c630f145,2025-05-08 10:14:48
Dorin Nemeș,dorinnemeș,dorinnemeș@email.ro,4610726010055,1931-10-14,"Aleea Heracleea Nemeș, Ovidiu, 910044",0236 488 212,8e:95:99:1b:e6:78,11.6.19.195,RO92MPIP4830316907872007,2024-11-01 16:46:14,34102,291,595,594726,0ed6037e-14f3-49ec-893c-1a675e70853b,2025-05-08 10:14:48
Mădălina Dima,mădălinadima,mădălinadima@gmail.com,8341012343391,1959-11-27,"Aleea Dobre, Gaesti, 409200",0786 252 853,2c:de:9b:67:be:ef,58.194.7.78,RO08HDOP1582235194990006,2024-11-09 09:56:53,28677,376,499,1360849,5e77c2c5-f799-40f0-b12a-75ebc5e9513c,2025-05-08 10:14:48
Evanghelina Ababei,evanghelinaababei,evanghelinaababei@kappa.ro,7330919414707,1930-02-24,"Strada Oprea Nr. 49, Siria, 417678",0248 889 029,1e:ed:d5:37:14:b0,146.129.252.99,RO18WEBQ1841896980575218,2025-01-30 07:33:00,1101,161,4,1421441,75d37693-ede5-48d3-aa64-7e40e30bf0cc,2025-05-08 10:14:48
Ioana Ioniță,ioanaioniță,ioanaioniță@gmail.com,8711114456397,2002-10-02,"Aleea Stoica Nr. 612, Negresti, 347321",0768 518 188,21:7d:7e:81:c6:fc,87.34.161.74,RO83ZAHM7560824205025640,2024-05-18 07:51:56,14641,495,437,1070668,656c252d-2aeb-4d72-867c-3fba2b860f13,2025-05-08 10:14:48
Brândușa Popa,brândușapopa,brândușapopa@zzup.ro,4160707217242,2022-02-20,"Drumul Floriana Ioniță, Tunari, 699736",0786 894 074,cc:48:2c:08:c6:70,101.46.238.86,RO68BHFA9052930183411710,2025-01-07 00:45:08,31767,938,267,1102861,cb2603f2-6454-4f2f-b6fc-87f3e40c6fc6,2025-05-08 10:14:48
Dragoș Dima,dragoșdima,dragoșdima@email.ro,7140523355463,1910-03-01,"Soseaua Norbert Nemeș Nr. 389 Bl. 33  Sc. 25 Ap. 294, Eforie Nord, 534620",0768 636 123,dc:f3:f3:b9:5f:10,79.238.39.67,RO52NNZS8635582663483861,2024-09-10 22:27:45,4813,16,707,958872,ec3c6bd3-e5ae-454e-88ca-7b1715e77005,2025-05-08 10:14:48
Grațian Popescu,grațianpopescu,grațianpopescu@gmail.com,5910217163270,1958-07-21,"Bulevardul Georgescu Nr. 239 Bl. 22  Sc. 80 Ap. 820, Anina, 514460",0258 331 970,0c:b9:e7:6f:93:ec,94.136.86.252,RO26VJDE9477553041604256,2024-07-04 08:22:02,35893,470,662,1386252,ce538c79-ee5d-426f-89a9-3d0c31880c50,2025-05-08 10:14:48
Dorinel Dima,dorineldima,dorineldima@141.ro,6331109245490,1984-11-05,"Strada Lelia Oprea Nr. 22, Nadlac, 197117",0731 193 789,af:4e:fc:a8:6f:aa,38.173.255.19,RO51AVQS2237939585435195,2024-09-01 12:34:46,21081,546,642,1160545,eae3275e-90a7-471b-9079-37b7f4444ca5,2025-05-08 10:14:48
Petrică Toma,petricătoma,petricătoma@email.ro,1440208105046,1953-06-02,"Aleea Niță Nr. 28, Targu Secuiesc, 457251",0257 529 260,ab:53:6a:25:1a:44,44.132.52.205,RO30ZVCH6367026245789645,2025-04-05 04:59:18,21478,293,82,707492,8ed2a67c-61f1-4f1a-9e7a-45cf0abc3d28,2025-05-08 10:14:48
Rica Dinu,ricadinu,ricadinu@kappa.ro,4530429418944,1937-05-04,"Bulevardul Stoica, Baia Sprie, 932242",0770 267 564,81:5d:bd:d0:af:2a,64.232.227.240,RO20YOAW9252944087632672,2024-06-26 22:27:43,34800,509,795,892849,e743c44c-a7d4-4170-85dd-46a9fb88e05f,2025-05-08 10:14:48
Amalia Dima,amaliadima,amaliadima@email.ro,5420928043036,1973-11-24,"Drumul Tudor Nr. 70, Seini, 877155",0740 819 992,ea:1a:36:2e:7d:3b,186.203.20.194,RO94BBUI4217121058190302,2024-07-11 23:58:00,20361,310,237,510320,9138044b-76ac-4b87-9f7b-d17662f0fa88,2025-05-08 10:14:48
Teodora Nistor,teodoranistor,teodoranistor@email.ro,8050202251612,2019-06-22,"Soseaua Cristea, Iernut, 201989",0730 986 757,50:b2:5f:4c:f4:2d,23.186.167.111,RO52BJTS9097135276701710,2024-09-09 01:00:56,1430,96,162,601150,1770f35a-ca15-4af2-bded-105de53bafe1,2025-05-08 10:14:48
Damian Preda,damianpreda,damianpreda@141.ro,6740729130815,1992-01-18,"Bulevardul Oprea, Sfantu Gheorghe, 426052",0729 834 935,90:4c:6e:b1:8a:9f,45.85.109.21,RO61UUGP6177313792622571,2024-09-08 19:35:40,976,186,557,1054500,eb16d1a0-8bba-41fa-95a5-2239d390b0a8,2025-05-08 10:14:48
Mara Ardelean,maraardelean,maraardelean@gmail.com,2450805464168,1965-07-15,"Drumul Stănescu, Pantelimon, 491237",0259 220 884,00:f4:a1:90:23:38,9.118.251.169,RO33IAYY8423911553625797,2025-05-03 11:23:42,24001,954,666,1075467,7a07dc2f-7f57-4d26-a136-8cfef24ab84e,2025-05-08 10:14:48
Astrid Oprea,astridoprea,astridoprea@post.ro,7070524242311,2018-12-11,"Intrarea Dobre, Dabuleni, 975304",0761 570 409,64:8e:b7:8e:51:1d,101.66.246.40,RO25QVWS2316189268049872,2024-08-12 16:05:04,33463,568,284,1619835,9e94061e-66f4-4387-b30b-04e015586516,2025-05-08 10:14:48
Costin Ene,costinene,costinene@141.ro,2460511354029,1963-01-27,"Strada Tabacu Nr. 92 Bl. 87  Sc. 14 Ap. 568, Deta, 505332",0247 576 713,5f:d5:7c:3f:39:0b,49.157.55.230,RO35PKHI0381878976618746,2024-10-30 23:29:29,3372,256,433,429710,1bdbf4d0-0ab7-4713-adf3-ae0b1b96b523,2025-05-08 10:14:48
Albertina Stancu,albertinastancu,albertinastancu@email.ro,8871111381149,1991-02-10,"Aleea Georgescu, Matca, 680828",0711 517 846,e9:55:92:f9:87:79,177.95.167.98,RO98FGXA3045175622264607,2024-06-06 01:03:21,30053,583,428,1984958,191f10f7-6367-45d9-9968-69b9a882a657,2025-05-08 10:14:48
Astrid Tudor,astridtudor,astridtudor@gmail.com,3600316054748,1926-03-09,"Bulevardul Nistor, Huedin, 912763",0236 752 966,c4:84:8d:f4:06:b1,222.224.230.236,RO47FLAN9883500345372659,2025-01-22 12:25:50,19531,965,559,1308561,6e094205-d711-4acc-8380-a254c452cf67,2025-05-08 10:14:48
Pompiliu Nistor,pompiliunistor,pompiliunistor@post.ro,6140413193362,1975-02-10,"Aleea Ardelean Nr. 813 Bl. 89  Sc. 25 Ap. 994, Campia Turzii, 317506",0746 598 857,48:88:b1:0f:2a:59,5.43.103.26,RO76JZGO9083550505836146,2024-12-16 04:53:29,32511,693,628,77446,819b5263-951f-4ea3-a7c0-85a2994c6433,2025-05-08 10:14:48
Octaviana Pușcașu,octavianapușcașu,octavianapușcașu@gmail.com,8700327201650,1951-01-16,"Aleea Preda, Dorohoi, 534702",0253 953 584,f4:d7:81:9b:45:8d,207.136.251.53,RO31ZAFB1963417095930150,2025-04-20 00:33:29,28523,50,395,1017700,9175e3e7-0bc3-4a84-aa09-1f54b6e43a1b,2025-05-08 10:14:48
Denis Stănescu,denisstănescu,denisstănescu@email.ro,1930811069722,2001-04-21,"Soseaua Mălina Voinea, Campulung Moldovenesc, 119983",0253 642 583,d1:2e:ab:0d:6a:65,198.11.216.221,RO04ULLV2962971727884723,2024-10-14 18:30:12,1918,385,533,25468,fd023d8b-2763-4a4f-a061-7486a5c38ebb,2025-05-08 10:14:48
Roza Ioniță,rozaioniță,rozaioniță@post.ro,2161105335993,1958-02-28,"Soseaua Sabin Ioniță, Peris, 419940",0728 723 115,d8:fa:73:05:69:ff,87.237.205.150,RO82RNFY5648280329734939,2025-01-26 23:50:11,14342,751,533,78696,d40a8a8a-5039-478f-8511-c4b56842baa0,2025-05-08 10:14:48
Geta Marin,getamarin,getamarin@141.ro,6561103182951,1926-10-09,"Drumul Ioniță Nr. 214, Campia Turzii, 641163",0766 420 576,f6:c3:b0:db:f7:5d,70.217.135.223,RO61ZPZS5619433730950911,2025-03-04 03:55:31,27887,842,228,1792867,a722fdf5-cde8-4cea-b4d8-0c5237bc316c,2025-05-08 10:14:48
Violeta Dinu,violetadinu,violetadinu@email.ro,7960412241080,2011-01-14,"Intrarea Ioniță, Ramnicu Sarat, 953266",0263 834 158,0f:f0:67:1e:49:7d,17.78.118.164,RO30INPV7956454443832259,2024-09-21 00:32:17,28100,286,781,482044,ac09f9be-58de-4767-b354-b02bc926974e,2025-05-08 10:14:48
Ileana Ioniță,ileanaioniță,ileanaioniță@gmail.com,2080808188614,1984-06-29,"Bulevardul Dima Nr. 434, Vladimirescu, 582022",0780 562 581,dc:d0:3a:fd:c9:e3,170.156.128.186,RO68UIAL0220213432436105,2024-09-06 14:35:34,33210,434,104,1824971,964f3761-062d-4107-9b85-e39eccef7f89,2025-05-08 10:14:48
Janina Tomescu,janinatomescu,janinatomescu@gmail.com,8710405150912,1924-11-11,"Drumul Alina Dobre Nr. 154 Bl. 26  Sc. 35 Ap. 596, Baia, 213395",0758 161 999,b7:cd:76:45:64:1e,19.84.138.137,RO78HFSY5043387156046813,2024-10-10 04:35:53,21731,247,284,646013,a3a4a922-dbd7-4e14-ae40-469325ca4e15,2025-05-08 10:14:48
Nichifor Niță,nichiforniță,nichiforniță@post.ro,4891123019253,1985-11-30,"Soseaua Silvana Ioniță, Straja, 514807",0258 004 297,8c:e4:9f:0c:af:db,96.134.11.150,RO30ZBRY7312681556296900,2025-03-19 23:20:42,9816,161,334,1240365,35df6418-e967-4af2-a333-a463ea091fca,2025-05-08 10:14:48
Nora Diaconescu,noradiaconescu,noradiaconescu@email.ro,5441221460909,1955-09-24,"Bulevardul Nistor Nr. 63 Bl. 29  Sc. 32 Ap. 456, Slatina, 102870",0239 095 111,24:36:fe:c6:cc:f2,142.211.181.15,RO48CRQN4685756279748283,2025-03-02 21:03:30,8422,700,419,1546198,43ffba2b-e521-4a87-a617-3d0ccea2b4f4,2025-05-08 10:14:48
Mina Mocanu,minamocanu,minamocanu@acasa.ro,6260114367636,2003-12-02,"Drumul Ionescu Nr. 10 Bl. 64  Sc. 40 Ap. 592, Baraolt, 477404",0243 809 987,61:58:00:5e:c5:4b,8.124.23.104,RO20MJFR5519927587933030,2024-05-20 00:59:31,11050,74,146,840909,0a7653c5-697e-4852-bdd2-9032267e3b23,2025-05-08 10:14:48
Liviu Toma,liviutoma,liviutoma@gmail.com,5160629413003,1932-10-19,"Aleea Silviu Tudor Nr. 92 Bl. 22  Sc. 97 Ap. 335, Babadag, 205291",0246 473 975,d0:5d:f8:61:6b:83,67.243.119.5,RO62RYED0882726301108507,2024-12-25 03:52:49,9124,422,66,889140,a35c9f93-11df-4eac-9706-ed89934b7ff7,2025-05-08 10:14:48
Adam Popescu,adampopescu,adampopescu@email.ro,7570304442603,1981-10-12,"Aleea Diaconu Nr. 62 Bl. 90  Sc. 11 Ap. 353, Gherla, 985475",0742 497 268,38:62:f4:a4:f3:96,191.186.182.229,RO53NYKM9344925765562242,2025-01-16 06:17:53,26539,832,470,1443481,95775626-80a2-41f3-9ab9-3066ef4d1dc3,2025-05-08 10:14:48
Anghelina Ababei,anghelinaababei,anghelinaababei@email.ro,6200610103140,2007-07-18,"Aleea Aneta Eftimie, Medgidia, 895874",0768 825 571,af:66:f7:9a:a4:92,101.112.45.21,RO73HXAW0405206083155129,2025-04-26 10:05:22,12392,27,355,1875350,9b2b6c38-fd8b-4ed7-b3f0-3ca6105ca19b,2025-05-08 10:14:48
Bebe Cristea,bebecristea,bebecristea@email.ro,8131205426669,1979-08-01,"Strada Ardelean Nr. 25 Bl. 33  Sc. 34 Ap. 606, Pucioasa, 858812",0260 500 016,50:ce:46:a5:bc:7c,24.16.209.203,RO51EEKY1509415089900448,2025-04-16 22:18:21,28851,428,104,1147342,ac834fe8-1c1e-438b-aa92-90e61485d030,2025-05-08 10:14:48
Codruț Dumitrescu,codruțdumitrescu,codruțdumitrescu@141.ro,5711224037488,1925-12-29,"Drumul Florea, Otopeni, 495781",0761 373 918,45:5a:d6:7a:50:1f,191.180.128.0,RO61PBKH1361453495909507,2025-02-03 14:56:38,9423,897,522,87856,261376db-f640-4bb4-af6f-bc77e39177f5,2025-05-08 10:14:48
Andra Pop,andrapop,andrapop@kappa.ro,3060710100811,1978-09-03,"Soseaua Popa Nr. 864, Jilava, 659011",0750 430 336,c6:0f:f7:f6:22:3e,162.82.144.132,RO86QXGO3810990075890209,2024-12-15 05:41:43,18874,20,741,1868462,4a1ca6f3-10b2-4d9d-b2c0-74559a3a8bf5,2025-05-08 10:14:48
Dorel Tudor,doreltudor,doreltudor@acasa.ro,1420721285544,1921-03-12,"Aleea Pușcașu Nr. 955, Moisei, 780621",0739 742 969,c5:f8:6c:d5:1a:fb,5.112.87.157,RO34MSKC2627223925525245,2024-10-24 13:13:58,8039,84,721,1874629,7dd4fee7-3490-4ab0-8381-2c040cb34a32,2025-05-08 10:14:48
Natalia Stănescu,nataliastănescu,nataliastănescu@141.ro,8390118207465,2001-11-20,"Drumul Florea Nr. 436 Bl. 29  Sc. 67 Ap. 494, Sfantu Gheorghe, 975802",0263 842 088,84:c9:a2:b5:0b:df,71.243.159.241,RO25LTET3688554219852950,2025-03-31 09:05:23,6824,255,386,1109065,1a167fdc-6b4b-492a-836e-a42319b1d52b,2025-05-08 10:14:48
Lidia Dima,lidiadima,lidiadima@zzup.ro,3420126401383,1996-01-10,"Bulevardul Tabacu Nr. 854 Bl. 93  Sc. 79 Ap. 150, Alexandria, 402284",0240 221 081,14:c4:0c:1e:10:c6,178.40.226.36,RO27KXWO6181942172498375,2024-05-22 14:25:33,20681,513,755,1090906,177e5ac7-ec71-45d0-b7bf-781aa451d65e,2025-05-08 10:14:48
Betina Preda,betinapreda,betinapreda@zzup.ro,2610205329292,2007-07-30,"Bulevardul Arian Tabacu Nr. 807 Bl. 32  Sc. 71 Ap. 764, Ianca, 328832",0741 400 082,e2:c8:4b:42:ff:f9,178.200.178.25,RO82BIJZ1862573317345170,2025-01-07 07:46:43,14806,305,394,813437,763e4886-ee60-46a3-ad2a-f16f6a82f84e,2025-05-08 10:14:48
Flavia Mazilescu,flaviamazilescu,flaviamazilescu@email.ro,6700501155402,2004-01-07,"Intrarea Lidia Barbu, Odorheiu Secuiesc, 736562",0749 715 602,45:bb:0c:23:d1:ab,107.53.115.66,RO75WFHK0869027196482278,2024-11-16 14:01:01,22665,622,374,778740,1056025e-162d-447d-aeb8-e8792ad77f03,2025-05-08 10:14:48
Teodor Popa,teodorpopa,teodorpopa@gmail.com,7610318336549,1918-11-22,"Bulevardul Marin Nr. 578, Jilava, 976918",0731 301 137,65:eb:93:bd:52:81,23.165.175.171,RO48UPOF9857384770201063,2024-10-13 19:33:51,22073,804,383,162610,c4be1a07-4df7-43f5-be55-88916c221dbf,2025-05-08 10:14:48
Maximilian Popescu,maximilianpopescu,maximilianpopescu@141.ro,2950114331667,1977-05-24,"Aleea Pop Nr. 58 Bl. 82  Sc. 25 Ap. 154, Lunca Cetatuii, 312110",0244 734 624,bf:a6:f9:71:cf:20,220.114.234.36,RO69YVMQ5333855700821544,2024-08-28 21:06:19,20337,347,122,73558,634303c0-0f38-45c3-a73c-795a5f9388e5,2025-05-08 10:14:48
Catrinel Ene,catrinelene,catrinelene@email.ro,2451121429403,1961-11-29,"Strada Dobre, Comanesti, 982698",0248 942 775,52:a2:db:b8:cd:6c,78.129.18.115,RO93VITG5761984144346341,2024-07-19 06:46:56,1624,854,615,1202279,5a7eec0c-8e2a-4155-bb30-6eaf9664758c,2025-05-08 10:14:48
David Ioniță,davidioniță,davidioniță@gmail.com,5261017437739,2001-08-02,"Soseaua Diaconu Nr. 319, Teius, 248274",0256 177 141,08:b1:de:b2:c8:0a,110.66.59.73,RO66ZVCS5873903385582895,2024-12-22 19:17:17,10267,721,743,43698,2f06321a-238c-4991-b517-6da690a5a27e,2025-05-08 10:14:48
Codrina Nistor,codrinanistor,codrinanistor@kappa.ro,8220919259009,1916-10-16,"Drumul Oprea Nr. 132 Bl. 89  Sc. 88 Ap. 961, Giurgiu, 819488",0762 704 547,ad:ba:90:5f:1a:7e,190.190.186.164,RO14LQGK7370526929799063,2024-10-14 06:39:33,27373,772,26,1919868,f8f11b93-42dd-475d-a6fb-117c05e30ddc,2025-05-08 10:14:48
Costin Dinu,costindinu,costindinu@kappa.ro,7501030324673,1917-11-27,"Drumul Pușcașu Nr. 15, Barbulesti, 108048",0751 721 453,fd:5d:0d:f8:e2:73,113.161.88.149,RO25FKWD5722000927730118,2024-07-03 12:46:15,1596,980,660,599833,a4b0ff04-e57e-4168-9c5b-3fb48d080097,2025-05-08 10:14:48
Mălina Pușcașu,mălinapușcașu,mălinapușcașu@kappa.ro,1430912238669,2017-09-07,"Strada Dobre, Targoviste, 989032",0747 862 176,71:5d:e5:d3:38:90,191.51.101.2,RO24SHFU2576039555985553,2024-09-10 01:20:17,1065,46,241,909725,c7a56b81-9738-4730-accb-a7ed0d36a612,2025-05-08 10:14:48
Tiberia Preda,tiberiapreda,tiberiapreda@email.ro,1260711209484,1947-03-06,"Strada Popa Nr. 68, Ovidiu, 313457",0737 323 469,3d:74:5f:b7:da:1e,204.213.177.121,RO23FSDT9112471981451050,2024-06-10 03:42:34,12171,511,306,1632688,82a06d93-bdc1-4d41-b42b-d96dc72e6829,2025-05-08 10:14:48
Nicușor Dima,nicușordima,nicușordima@gmail.com,4200601420577,2002-09-05,"Intrarea Niță, Fieni, 261919",0245 554 897,c1:2d:03:55:47:3f,125.207.97.70,RO80KSBX8897400531910964,2025-04-24 16:15:29,34278,531,415,734729,cf4dce6a-e334-4db0-919c-0556ef880ed9,2025-05-08 10:14:48
Bănel Ioniță,bănelioniță,bănelioniță@kappa.ro,6190718320918,2014-10-03,"Soseaua Diaconu, Targu Frumos, 564983",0723 307 232,1d:26:ea:82:6f:b5,4.21.63.133,RO51BGAJ8827411544793517,2025-04-20 06:05:39,26671,785,239,915488,9e1c91ee-bfca-4930-aad7-03cb70e8ba6e,2025-05-08 10:14:48
Ion Ene,ionene,ionene@kappa.ro,3590118336105,1957-03-16,"Bulevardul Tudor Nr. 171, Arbore, 349376",0242 597 617,82:2a:c0:47:43:f8,58.110.244.227,RO94HXOL7216773362711915,2025-03-29 00:12:31,26659,841,21,1158088,a57e1fea-6bd5-491b-ae0f-e829aa5b55f4,2025-05-08 10:14:48
Silviana Nistor,silviananistor,silviananistor@zzup.ro,4250627132564,1995-12-21,"Intrarea Toma Nr. 49 Bl. 93  Sc. 35 Ap. 581, Giarmata, 581614",0788 905 020,9f:17:cc:ec:cb:c8,100.142.207.192,RO56PSBI7656353347864611,2024-09-17 08:28:34,1293,289,630,840116,5885ee02-d15f-4df7-a3da-35e34a69bece,2025-05-08 10:14:48
Betina Niță,betinaniță,betinaniță@zzup.ro,4740921374177,1969-05-28,"Intrarea Aristide Preda, Tunari, 749238",0761 130 769,3a:27:14:b4:ab:e5,56.69.168.86,RO52HSJU0346624391345040,2024-06-22 12:44:41,10538,349,649,1758329,575da699-4cfd-4d79-b947-05dd11d109b5,2025-05-08 10:14:48
Casian Stănescu,casianstănescu,casianstănescu@gmail.com,3630111388111,2022-04-11,"Strada Dumitrescu, Schela Cladovei, 872295",0722 206 337,16:ae:85:c1:b9:de,66.246.42.229,RO07TPCF4474369720413376,2024-07-10 04:29:42,14006,65,444,823885,a494febe-2602-4d70-83e2-4b5ed5057375,2025-05-08 10:14:48
Gina Toma,ginatoma,ginatoma@post.ro,4701014263403,2001-08-31,"Bulevardul Nemeș Nr. 37, Dancu, 372767",0246 445 866,d1:46:28:a3:92:2a,197.98.69.240,RO91ABHJ0091479022995445,2024-06-16 13:09:08,33678,838,320,1734623,d4b8a066-8d2b-4872-a6d4-bb21570fdebe,2025-05-08 10:14:48
Paulica Albu,paulicaalbu,paulicaalbu@141.ro,3061219465194,1913-04-02,"Strada Zaraza Dima, Sangeorz-Bai, 786852",0766 383 996,90:f2:ee:ed:5c:5b,19.217.47.32,RO65GMBT0009741447411723,2024-06-28 04:54:29,22334,881,715,173121,d38a7328-c846-46db-895f-1d75f208eca9,2025-05-08 10:14:48
Anaida Stancu,anaidastancu,anaidastancu@email.ro,1340905276951,2024-02-19,"Drumul Dobre Nr. 84 Bl. 81  Sc. 52 Ap. 627, Marginea, 802858",0268 167 018,a1:0f:7f:85:8b:97,73.242.45.93,RO40SUUC0859592422483891,2024-08-05 19:48:46,25375,412,702,96741,6085a625-ee66-439c-8457-9348e069b436,2025-05-08 10:14:48
Dan Stancu,danstancu,danstancu@kappa.ro,5051218167349,2004-01-17,"Strada Mazilescu Nr. 15 Bl. 20  Sc. 64 Ap. 796, Rosu, 831990",0252 588 001,8a:d1:1b:24:c6:2e,39.50.128.252,RO65LSGK3519189592720009,2025-04-21 03:39:07,5818,837,352,1317152,58894206-e41e-40fd-bc12-a3987cc91f08,2025-05-08 10:14:48
Cazimir Preda,cazimirpreda,cazimirpreda@141.ro,4400803039578,1971-08-26,"Soseaua Nemeș Nr. 62, Bosanci, 798098",0757 288 785,ea:dc:1c:a9:15:8c,137.79.2.82,RO26WMCB7703892142757498,2024-12-19 06:55:35,5839,405,649,1037864,492c8114-0ca3-443c-b1f7-0fb0150fb403,2025-05-08 10:14:48
Anișoara Stan,anișoarastan,anișoarastan@zzup.ro,8710605453644,1951-10-08,"Intrarea Luca Ionescu, Oituz, 532641",0726 347 925,af:c3:b8:99:74:4e,215.130.33.243,RO04DIZF2470251745707697,2025-03-20 01:20:26,535,561,59,443264,9484e66e-fb7c-4eeb-aeb6-2430a36b82f2,2025-05-08 10:14:48
Panait Nistor,panaitnistor,panaitnistor@zzup.ro,4891005239418,1978-10-25,"Aleea Suciu Nr. 436 Bl. 81  Sc. 56 Ap. 711, Ruscova, 378828",0249 019 731,b2:a2:0b:c8:07:76,12.59.228.251,RO44XYIO5017056423970501,2024-05-17 17:40:49,25943,518,718,111156,ceae5f2b-d257-40ff-8c4d-64338bee1472,2025-05-08 10:14:48
Corina Diaconescu,corinadiaconescu,corinadiaconescu@email.ro,4760315211001,1998-08-04,"Aleea Stănescu, Craiova, 145070",0766 134 012,d0:5e:a5:7e:34:a9,99.46.30.225,RO81NAMQ0319831235094412,2024-06-01 11:19:55,24611,511,154,1494862,28207c77-350e-41ef-a6fb-28edadb33181,2025-05-08 10:14:48
Crenguța Florea,crenguțaflorea,crenguțaflorea@141.ro,3790523149871,1948-04-23,"Strada Niță, Gugesti, 950626",0761 039 069,00:b2:0c:90:1f:9b,93.211.222.72,RO12CCPV7127623552848449,2024-11-14 16:08:12,17161,905,232,1046730,a1f49f5b-8430-4c94-9a7c-03e7bab2e05a,2025-05-08 10:14:48
Lucreția Diaconescu,lucrețiadiaconescu,lucrețiadiaconescu@zzup.ro,1390118133681,1925-06-21,"Strada Ionescu Nr. 41 Bl. 46  Sc. 76 Ap. 715, Dragu-Brad, 508223",0262 618 131,54:b3:dd:09:31:ed,153.232.61.87,RO80XZTC3401040808277880,2024-06-04 05:21:19,23614,737,201,41343,8e7642f1-3e0c-4f82-9787-1eb4623e6a6b,2025-05-08 10:14:48
Silvia Cristea,silviacristea,silviacristea@acasa.ro,6490731385823,1943-08-25,"Aleea Constanța Oprea Nr. 703 Bl. 36  Sc. 86 Ap. 716, Bals, 268949",0723 870 844,fe:28:5a:05:34:54,165.192.253.206,RO22PVGV4464460474717914,2025-01-25 15:24:15,33587,503,233,521787,e66c7c38-60ff-437b-b8f4-3be21c31ca08,2025-05-08 10:14:48
Rica Ene,ricaene,ricaene@141.ro,7830619434796,2004-11-04,"Drumul Oliviu Stancu Nr. 213, Sebis, 975442",0257 086 526,93:a2:e9:42:17:0f,172.17.69.161,RO74FXSQ4781145735838288,2024-06-16 01:24:41,34858,687,64,228708,e49d8c11-8630-42eb-845e-a0bd8323b4ad,2025-05-08 10:14:48
